Req,PO Number,Order Date,Status,Transmission Status,Unanswered Comments,Items,Total,Currency
11332,8000005505,12/16/19,Issued,Sent via cxml,false,"1 Each of Outil d'insertion,1 Each of 249 - Chasse-goupilles standard,1 Each of Outil d'insertion,1 Each of 249 - Chasse-goupilles standard,1 Each of Outil d'insertion,1 Each of 205H - Marteaux de mécanicien,1 Each of MASSETTE - ACIER - 25MM,1 Each of Marteau rivoir Facom Acier,1 Each of Pointeau 257.G Facom,2 Each of Ciseau Facom 263.20 24 mm, Acier forgé au chrome-vanadium,1 Each of Règlet Facom Métrique 200mm Acier inoxydable,1 Each of Jauge d'épaisseur Facom, Métrique, 19 lames,1 Each of 819.CLO - Equerres de précision à chapeau Inox - Classe 0,1 Each of Scie à métaux Facom,1 Each of Outils de préhension Flexible, magnétique, 530 mm 120g,1 Each of Foret étagé Maximum of 3.5mm,1 Each of 285.F - Forets coniques à l'unité pour extracteurs 285 diam 4mm,1 Each of 285.F - Forets coniques à l'unité pour extracteurs 285,1 Each of 285.F - Forets coniques à l'unité pour extracteurs 285,1 Each of SXM - Douilles tournevis 1/2"" pour vis Torx®",503.14,EUR
11331,8000005504,12/16/19,Issued,Sent via cxml,false,"1 Each of Pince à dénuder Facom pour fil Multiconducteur, mono conducteur, 0.02 → 10mm²,1 Each of Pince multiprise Standard, 250 mm, Facom 180.CPE,1 Each of Pince universelle Facom 185 mm,1 Each of PINCES PLATE BECS 160MM- finement striés et effilés,1 Each of Pince coupante Facom,1 Each of Pince à bec rond, Facom, machoires: 69mm 200 mm 195A.20CPE,1 Each of Pince à sertir Facom,1 Each of Pince à sertir Facom pour Bornier isolé 985,1 Each of Outil de pose pour attache de câble de largeur 2,4 → 9 mm,1 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 0,4 x 2,5 mm type Isolé, 75 mm,1 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 0,6 x 3,5 mm type Isolé, 100 mm,1 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 1 x 5,5 mm type Protwist, 100 mm,1 Each of Tournevis Facom, pour vis Fendu pour vis 6.5 mm type Percussion, 150 mm,1 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 8 mm type Percussion, 175 mm,1 Each of Tournevis Facom, Pointe Pozidriv pour vis PZ1 type Protwist, 100 mm,1 Each of Tournevis Facom, Pointe Pozidriv pour vis PZ3 type Protwist, 150 mm,1 Each of Tournevis Facom, Pointe Torx pour vis T20 type Protwist, 100 mm,1 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 2 x 10 mm, 200 mm,1 Each of Pointeau 249.2 Facom, Diam 1,9 mm,1 Each of 249 - Chasse-goupilles standard",579.53,EUR
11334,8000005503,12/16/19,Issued,Sent via cxml,false,"1 Each of Ciseaux 144 mm, Application:Electriciens,2 Each of Jeu de couteaux de modélisme avec 1 lames,1 Each of Lampe torche LED non rechargeable 36 lm,1 Each of Miroir d'inspection flexible Ø 36mm,1 Each of Clé dynamométrique entraînement 9 x 12mm, capacité 10 → 50Nm,1 Each of Adaptateur 3/8 → 1/4 pouces, 24,5 mm,1 Each of Jeu de douilles,1 Each of Jeu de clés à rochet 10 pièces en Acier chrome vanadium,1 Each of 495A - Tenailles type ''russe'',1 Each of Jeu de forets à affûtage hélicoïdal HSS 1mm à 10.5mm, 32 pièces,1 Each of Pied à coulisse à Ressort 200mm, Facom, Sans, Métrique",567.13,EUR
8930,8000005502,12/16/19,Issued,Sent via Email,false,1 Each of COFFRET DE PROTECTION POUR L'EXPLOSIMETRE,474.87,EUR
11110,8000005501,12/16/19,Issued,Sent via cxml,false,"2 Each of Jeu de 6 tournevis d’atelier vis à fente et Phillips 4/2,1 Each of Jeu de clés mâles coudées 6 pans longue, revêtement par poudre 9,5 Each of Douille tournevis 6 pans, 1/4 pouce courte 4 mm,1 Each of Clé à douilles avec manche long 4 mm,1 Each of Marteau rivoir, modèle français avec manche en Hickory 500 g,5 Each of Réglet souple, étroit, inoxydable dépoli avec graduation des deux côtés 150 mm,5 Each of Pince à dénuder, chromée  160 mm,1 Each of Douille 6 pans, 1/2 pouce  19 mm,1 Each of Jeu de réducteurs, 3 pièces  3,1 Each of Douille tournevis, 3/8 pouce pour Torx® courte TX30,1 Each of Douille tournevis, 3/8 pouce pour Torx® courte TX40,1 Each of Douille tournevis, 3/8 pouce pour Torx® courte TX45,1 Each of Coffret de douilles, carré 3/4 pouce 15 pièces,1 Each of Jeu de rifloirs diamantés, 5 pièces, 150 mm  D126 μm,2 Each of Jeu de limes aiguilles diamantées, 11 pièces, 140 mm  D126 μm,1 Each of Pince à becs demi-ronds, droite, chromée, avec gaine  160 mm",615.56,EUR
9611,8200005500,12/16/19,Cancelled,Sent via Email,false,"200 Hours of Volt Contractor - SW Engineer/AM - February 2020,176 Hours of Volt Contractor - SW Engineer/AM - March 2020,144 Hours of Volt Contractor - SW Enginee/AM - April 2020",46800,USD
7064,8000005499,12/16/19,Issued,Sent via Email,false,1 Each of Réparation d'un terminal Magelis XBTF024510 n° S/N: 10178 selon votre offre n°: 9200034835 du 02/12/2019,468,EUR
11036,8300005498,12/16/19,Issued,Sent via Email,false,"15 Each of (Grenoble-HP) - Pause simple,15 Each of (Grenoble-HP) - Pause ""Smart breakfast""",72.75,EUR
3987,8300005497,12/16/19,Issued,Sent via Email,false,"15 Day of Yassine Souayah 10/2019,14 Day of Yassine Souayah 11/2019,18 Day of Yassine Souayah 12/2019",20210,EUR
4768,8000005496,12/16/19,Issued,Sent via Email,false,"prestation de demenagement,SDI FEE",740,EUR
5731,8000005495,12/16/19,Issued,Sent via Email,false,"1 Each of Projet YTO - Facture n°190905 - Mars au 19 Sept 2019 - 7 725,12 EUR TTC,1 Each of Frais non soumis",6439.77,EUR
11139,8000005494,12/16/19,Issued,Sent via cxml,false,"1 Each of Mètre-ruban, autocollant  10 m",22.47,EUR
11147,8000005493,12/16/19,Issued,Sent via cxml,false,"2 Bag of Boulon en T Bosch Rexroth Rainure 10mm,1 Each of Aérosol de peinture Jelt Noir, Mat, 400mL",31.19,EUR
10432,8000005492,12/16/19,Issued,Sent via Email,false,1 Each of Logistique Foires et salons,20000,EUR
9958,8000005491,12/16/19,Issued,Sent via Email,false,1 Each of Logistique Foires et salons,20000,EUR
7714,8000005490,12/16/19,Issued,Sent via Email,false,"1 Each of MCO - Maquette SEPAM ,1 Each of Amélioration labos HTA - TI",7566,EUR
10010,8000005489,12/16/19,Issued,Sent via Email,false,"1 Each of Traduction en français de la vidéo Manifesto »  : voix Off FR pour diffusion Web, Motion Design ",3563.74,EUR
10004,8000005488,12/16/19,Issued,Sent via Email,false,"4 Each of Client ACT 550,1 Each of Client ACT 1",3020,EUR
9618,8000005487,12/16/19,Issued,Sent via Email,false,1 Each of MAJ outil de chiffrage,4664,EUR
10844,8000005486,12/16/19,Issued,Sent via Email,false,"1 Each of PAPS Request : CGI FRANCE SAS,1 Each of PAPS Request : CGI FRANCE SAS,1 Each of PAPS Request : CGI FRANCE SAS",35200,EUR
10043,8000005485,12/16/19,Issued,Sent via Email,false,"1 Each of Client ACT 600,1 Each of Client ACT 1",1401.8,EUR
11281,8000005484,12/16/19,Issued,Sent via Email,false,"3 Each of Client EUR 780,1 Each of Client EUR 1",3300,EUR
11284,8000005483,12/16/19,Issued,Sent via Email,false,3 Each of Client COR 1,1350,EUR
11287,8000005482,12/16/19,Issued,Sent via Email,false,"5 Each of Client FLI 540,1 Each of Client FLI 1",3425.68,EUR
8713,8000005481,12/16/19,Issued,Sent via Email,false,"3 Each of Animation formation HTXSP du 4 au 6 décembre 2019 - Loic Louvel,1 Each of Frais de déplacement",2223.6,EUR
11289,8000005480,12/16/19,Issued,Sent via Email,false,"3 Each of Client ELE 560,1 Each of Client ELE 1",3239.4,EUR
11027,8000005479,12/16/19,Issued,Sent via cxml,false,"7 Bag of Serre-fils velcro HellermannTyton Noir, 200mm 12,5 mm Textie,2 Box of Extracteur de vis RS PRO 12 pièces HSS,1 Each of Tournevis Facom pour vis Extrémité n° 2, 3, 4 (Pozidriv), ENH n° 5, 6, 8, 10 mm (six pans), ENP n° 2, 3, 4 (Phillips),",232.57,EUR
11359,8000005478,12/16/19,Issued,Sent via cxml,false,"5 Each of (ST)Roller de colle Tesa - permanente - jetable - 8,5 m x 8,4 mm,4 Each of (ST)Gomme Maped Technic 600 Eco,5 Each of (ST)Roller de correction Tipp-Ex Mini Pocket Mouse - 6 m x 5 mm",23.85,EUR
10579,8000005477,12/16/19,Issued,Sent via Email,false,15 Each of (Grenoble) - Pause cafe ou the avec viennoiseries,47.7,EUR
9313,8000005476,12/16/19,Issued,Sent via Email,false,"1 Each of CONDUITE D'HUILE SUPERIEURE,4 Each of douille de renforcement,1 Each of frais de port et emballage",150.4,EUR
9850,8000005475,12/16/19,Issued,Sent via Email,false,"1 Pair of PR CHAUSS SEC MARINA S3 SRC, 36",43,EUR
6385,8000005474,12/16/19,Issued,Sent via cxml,false,"4 Box of (BOX)Marqueur permanent Lyreco - pointe ogive moyenne - noir,4 Box of (BOX)Marqueur Lyreco - effaçable à sec - pointe ogive moyenne - noir,1 Each of (ST)Porte-badge fermé Durable pour 2 cartes de sécurité - lot de 10,4 Each of (ST)Enrouleur de badge Durable avec clip - 80 cm - noir,2 Each of (ST)Clip métallique pour porte-badge Durable - lot de 25,10 Each of (ST)Effaceur tableau blanc Artline - magnétique,7 Each of (ST)Feutre permanent Staedtler Lumocolor - pointe fine - coloris assortis - par 4,4 Box of (BOX)Marqueur permanent Lyreco - pointe ogive moyenne - noir,4 Box of (BOX)Marqueur Lyreco - effaçable à sec - pointe ogive moyenne - noir,1 Box of (BOX)Marqueur Lyreco - effaçable à sec - pointe ogive moyenne - noir,1 Each of (ST)Classeur Elba - A3 - dos 5,5 cm - noir",219.2,EUR
9550,8000005473,12/16/19,Issued,Sent via cxml,false,"1 Each of (ST)Cartouche de toner Lexmark 502X - 50F2X00 - noire,1 Each of (ST)Unité d'image Lexmark 500Z du programme de retour",276.09,EUR
9436,8000005472,12/16/19,Issued,Sent via Email,false,1 Each of FOURNITURE DE MATERIELS POUR LA MAINTENANCE,566,EUR
5583,8000005471,12/16/19,Issued,Sent via Email,false,"1 Each of juridique,1 Each of juridique",2500,EUR
11079,8000005470,12/16/19,Issued,Sent via cxml,false,"1 Each of Multi-outils, Dremel 8220, Type G - Britannique 3 points,1 Each of Kit d'accessoires pour outils miniatures, RS PRO PMC9400,1 Each of Kit d'accessoires miniature, Dremel SC725,1 Each of Pince-étau 250 mm,1 Set of Pince-étau Irwin 125 mm (5WR), 150 mm (6LN), 175 mm (7R), 250 mm (10CR),4 Each of Bille porteuse ALWAYSE 40mm, tige,4 Each of Bille porteuse ALWAYSE 38.1mm, Ecrou,1 Each of Pistolet à colle TEC305 110 → 240V, Prise européenne - Type C",730.52,EUR
9675,8300005469,12/16/19,Issued,Sent via Email,false,"1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses,1 Each of Re-billable Travel and Expenses",5780.95,EUR
11060,8000005468,12/15/19,Issued,Sent via Email,false,"1 Each of Lenovo ThinkSystem SR650 7X06 - Serveur,1 Each of Lenovo ThinkSystem - Adaptateur reseau -,4 Each of Lenovo TruDDR4 - DDR4 - 32 Go - DIMM 288,2 Each of Samsung 860 EVO MZ-76E2T0B - Disque SSD",8028.1,EUR
10402,8000005467,12/15/19,Issued,Sent via Email,false,1 Each of Electronic card rework for UAP M580,2525,EUR
11173,8000005466,12/15/19,Issued,Sent via cxml,false,"3 Each of Module thyristor dual, MCC26-16IO1B, 32A 1600V TO-240AA 3mA, 7 broches,1 Each of Pâte thermique RS PRO 2.9W/m⋅K, température (max.) +200°C, Silicone",65.37,EUR
8951,8000005465,12/15/19,Issued,Sent via Email,false,"2 Each of VERIN DFM,2 Each of VERIN",559.04,EUR
11278,8000005464,12/14/19,Issued,Sent via Email,false,2 Each of JABRA SPEAK 810 MS,767.92,EUR
11312,8000005463,12/14/19,Issued,Sent via Email,false,"2 Each of Samsung Galaxy Tab A (2019) - Tablette -,2 Each of Coque Renforcee Avec Bandouliere, Poigne,2 Each of Urban Factory Screen Cover tempered glas,3 Each of Souris sans fil Logitech M185 grise",484.56,EUR
11234,8000005462,12/14/19,Issued,Sent via Email,false,2 Each of 20 ROSES + ROCHERS 160GR,79.74,EUR
8833,8000005461,12/14/19,Issued,Sent via Email,false,1 Each of Audit HQE GD-UD suivi 1 2017,6642.08,EUR
8824,8000005460,12/14/19,Issued,Sent via Email,false,"1 Each of Prestation AMO BREEAM jan à dec 2020,1 Each of Prestation AMO 14001-50001-45001 Bases du SMI 11-2019 à 06-2020,1 Each of Prestation AMO ISO14001-50001-45001 Preparation Audits",35824,EUR
9509,8000005459,12/14/19,Issued,Sent via Email,false,1 Each of Modification convoyeur fonderie devis N°19122637,800,EUR
8419,8000005458,12/14/19,Issued,Sent via Email,false,1 Each of Prestation AMO HQE 06/2019 05/2020,3730,EUR
4556,8000005457,12/13/19,Issued,Sent via cxml,false,1 Each of (ST)Lampe Aluminor Cosmix S - LED - double bras articulé - chrome,87.35,EUR
8444,8000005456,12/13/19,Issued,Sent via Email,false,"1 Box of GHE10413AA , Remplacement de broches . ",2670,EUR
6840,8000005455,12/13/19,Issued,Sent via Email,false,1 Each of ad hoc training,1990,EUR
7689,8000005454,12/13/19,Issued,Sent via Email,false,"1 Each of programme Happytrainees - abonnement du 1/10/19 au 30/09/20,1 Each of SDI FEE",12240,EUR
6789,8000005453,12/13/19,Issued,Sent via Email,false,1 Each of 372808 Innovation Bootcamp 17-18.09 ,20000,EUR
8579,8300005452,12/13/19,Issued,Sent via Email,false,"1 Lump Sum of iCIMS Implementation Analysis Phase,1 Lump Sum of iCIMS Pilot Phase Pre Payment,1 Lump Sum of iCIMS Pilot Phase Completion,1 Lump Sum of iCIMS Wave 1 Deployment Prepayment,1 Lump Sum of iCIMS Wave 1 Deployment Completion,1 Lump Sum of iCIMS Suite Subscription Fees 2019,1 Lump Sum of iCIMS Suite Subscription Fees H1 2020,1 Lump Sum of iCIMS Suite Subscription Fees H2 2020",1506031,USD
10861,8300005451,12/13/19,Issued,Sent via Email,false,"1 Each of VERRE TREMPE PREMIUM 2.5D AVEC APPLICATE,2 Each of Protege-ecran en verre organique Force G,1 Each of Force Glass Front and Rear tempered glas,1 Each of Apple - Coque de protection pour telepho,1 Each of Apple RED - Coque de protection pour tel",152.78,EUR
11011,8200005450,12/13/19,Issued,Sent via Email,false,7 Each of Earned Editorial Thought Leadership Freelance Writing,700,USD
10451,8000005449,12/13/19,Issued,Sent via cxml,false,"2 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 2 mm type Isolé, 40 mm,4 Each of Marqueur Marqueur indélébile, Noir, Pointe Bille, Extra Fine,1 Set of Marqueur Marqueur indélébile, , assortiment de couleurs, Pointe Bille, Extra Fine,1 Each of Marqueur Marqueur indélébile, Noir, Pointe Biseauté, Extra fin, fin, moyen,1 Each of Marqueur Marqueur indélébile, Noir, Pointe Biseauté, Extra fin, fin, moyen",34.34,EUR
7742,8000005448,12/13/19,Issued,Sent via Email,false,1 Each of Test de certification de contrôle,1338,EUR
9820,8000005447,12/13/19,Issued,Sent via Email,false,1 Each of Réfection éclairage et ventilation du secteur Maintenance suivant devis N°3053743/2 joint. AFFAIRE SUIVIE PAR M Victor SIMOES,15603.85,EUR
8682,8000005446,12/13/19,Issued,Sent via Email,false,1 Each of Réception usine - ,971.89,EUR
5539,8000005445,12/13/19,Issued,Sent via Email,false,"2 Each of produits zep map,1 Each of SDI FEE",291.02,EUR
9006,8000005444,12/13/19,Issued,Sent via Email,false,1 Each of Prestation métrologie - Europe Qualité,160,EUR
10426,8000005443,12/13/19,Issued,Sent via Email,false,1 Each of Commande outil + 600 pièces de la ref W913781060111,200,EUR
9906,8000005442,12/13/19,Issued,Sent via Email,false,"10 Each of 15 Laptop Bag,2 Each of Horta Mugs (6pk)",161.1,EUR
7416,8000005441,12/13/19,Issued,Sent via Email,false,1 Each of Cablage prise réseau et courant pour AIC digitale,10710.37,EUR
8856,8000005440,12/13/19,Issued,Sent via Email,false,"1 Each of Régul Marquage porte Sectionnelles en Weekend,1 Each of Regul Rafraîchissement des Marquages de week end (Passage Piéton),1 Each of Regul Rafraîchissement des Marquages en semaine (Masquage & bande),1 Each of Régul Régulation travail le Dimanche 1er Décembre 2019,1 Each of MARKUP,1 Each of taxe organique ",27746.28,EUR
9873,8000005439,12/13/19,Issued,Sent via Email,false,"1 Each of SV MOTOR a1/3000,1 Each of Frais de port express",3770,EUR
10690,8000005438,12/13/19,Issued,Sent via Email,false,2 Each of NewStar Tilt/Turn/Rotate Triple Desk Mou,155.16,EUR
8916,8000005437,12/13/19,Issued,Sent via Email,false,"1 Each of Team building,1 Each of Team building,1 Each of Team building",19536,EUR
6663,8000005436,12/13/19,Issued,Sent via Email,false,"1 Each of team building,1 Each of team building",15730,EUR
9001,8000005435,12/13/19,Cancelled,Sent via Email,false,1 Each of PROJET XPOLE Pilotage des disjoncteurs PV sur T300 Devis n.DPRO19030 A ,8842.47,EUR
9299,8000005434,12/13/19,Issued,Sent via Email,false,3 Each of Locadif,225,EUR
6762,8000005433,12/13/19,Issued,Sent via Email,false,"1 Each of PAPS Request : ALLIANCE HIGH TECH,1 Each of PAPS Request : ALLIANCE HIGH TECH,1 Each of PAPS Request : ALLIANCE HIGH TECH",23940,EUR
10896,8000005432,12/13/19,Issued,Sent via Email,false,"1 Each of PAPS Request : ALLIANCE HIGH TECH,1 Each of PAPS Request : ALLIANCE HIGH TECH,1 Each of PAPS Request : ALLIANCE HIGH TECH",28350,EUR
4316,8000005431,12/13/19,Issued,Sent via Email,false,"2 Each of Adaptateur fileté 40mm/GL45,1 Each of Frais de dossier, port et emballage,1 Each of SDI FEE",288,EUR
9802,8000005430,12/13/19,Issued,Sent via Email,false,1 Each of galet de picotage en z200c13,920,EUR
9173,8000005429,12/13/19,Issued,Sent via Email,false,1 Each of Déploiement WPP EQI Protection incendie pour la salle hors sac Devis n.DEP-38905,219.7,EUR
9265,8000005428,12/13/19,Issued,Sent via Email,false,1 Each of Electricité avec Bordereau de Prix unitaire en lien,350,EUR
9032,8000005427,12/13/19,Issued,Sent via Email,false,1 Each of Déploiement WPP EQI Nettoyage déménagement VAGUE 6 Devis n. 3054337 / 1,610,EUR
10134,8000005426,12/13/19,Issued,Sent via Email,false,"5 Each of GARNITURE GIRARD DT N°179591,5 Each of ROULEMENT,5 Each of ROULEMENT",74.2,EUR
11240,8300005425,12/13/19,Issued,Sent via Email,false,"1 Each of Logitech Wireless Touch Keyboard K400 Pl,1 Each of HP vh22 ecran LED, 21.5, TN, luminosi",162.08,EUR
10024,8300005424,12/13/19,Issued,Sent via Email,false,"1 Month of End to End Management of BSL and EDMS - 3 months extension  - November 2019,1 Month of End to End Management of BSL and EDMS - 3 months extension  - December 2019,1 Month of End to End Management of BSL and EDMS - 3 months extension  - January 2020",343749,EUR
10524,8000005423,12/13/19,Issued,Sent via Email,false,1 Each of Location 2 groupe electrogenes forte puissance coupure Elec site EQI,8280,EUR
6331,8300005422,12/13/19,Issued,Sent via Email,false,"1 Lump Sum of  Maintenance annuelle Premium GRIF Package Simulation (Petri, Petro, BStoK, Moca-RP) ",2728.8,EUR
11220,8300005421,12/13/19,Issued,Sent via Email,false,15 Each of (Grenoble) - Pause cafe ou the sans viennoiserie ,21.45,EUR
10884,8000005420,12/13/19,Issued,Sent via Email,false,"1 Each of reparation poste de controle oem,1 Each of SDI FEE",540,EUR
5231,8000005419,12/13/19,Issued,Sent via Email,false,1 Each of elect,1554,EUR
10150,8000005418,12/13/19,Issued,Sent via Email,false,1 Each of Prestations Logistique Marcom France,13202.6,EUR
10244,8000005417,12/13/19,Issued,Sent via cxml,false,"15 Each of Serre-câble, RS PRO, 5mm en Acier inoxydable,5 Each of Roulement à billes étanche à Rainure profonde, ø int. 25mm, ø ext. 42mm, larg. 9mm",116.3,EUR
11082,8000005416,12/13/19,Issued,Sent via Email,false,1 Each of Offre DV18-5448 métrologie boitier 0099421301,845,EUR
10825,8000005415,12/13/19,Issued,Sent via Email,false,4 Each of Fournitures Industrielles,178.24,EUR
4743,8000005414,12/13/19,Issued,Sent via Email,false,"1 Each of COMMANDE DIRECTE DPX IS,1 Each of SDI FEE",395,EUR
10208,8000005413,12/13/19,Issued,Sent via Email,false,"1 Each of PAPS Request : CAPGEMINI TECHNOLOGY,1 Each of PAPS Request : CAPGEMINI TECHNOLOGY,1 Each of PAPS Request : CAPGEMINI TECHNOLOGY",36800,EUR
8970,8000005412,12/13/19,Issued,Sent via Email,false,"2 Each of UD590 Series U28E590D ecran LCD 28, T",410.62,EUR
8637,8000005411,12/13/19,Issued,Sent via Email,false,"1 Each of -	1 mors suivant plan 1749106 passage de l’indice 1 à l’indice 2 – modification ajout de 2 perçages Ø3.5 lamer Ø5H7 prof1.5 - Passage indice 1 à indice 2 - Suivant Devis n°4755,7 Each of -	7 chape Ø32 suivant plan 1837059 passage de l’indice 1 à l’indice 2 – modification le Perçage Ø12F7 deviens Ø15F7 - Passage de l'indice 1 à l'indice 2 - Suivant devis n°4755",174,EUR
6337,8000005410,12/13/19,Issued,Sent via Email,false,1 Each of DS pour les commandes d'impression - Ne pas utiliser pour les frais d'envois postaux,11599.2,EUR
7893,8000005409,12/13/19,Issued,Sent via Email,false,"1 Each of Réalisation de rep 148-151-153-147-189 pour 238370,1 Each of  Réalisation de rep 148-151-153-147-189 pour 238370,1 Each of Réalisation de rep 148-151-153-147-189 pour 238370,1 Each of Réalisation de rep 148-151-153-147-189 pour 238370,1 Each of Réalisation de rep 148-151-153-147-189 pour 238370,2 Each of Mark Up",7002.6,EUR
10249,8000005408,12/13/19,Issued,Sent via Email,false,1 Each of DS pour les commandes d'impression - Ne pas utiliser pour les frais d'envois postaux,1617,EUR
5765,8000005407,12/13/19,Issued,Sent via Email,false,1 Each of Outillage sur plan PMP SARL,1373,EUR
8595,8300005406,12/13/19,Issued,Sent via Email,false,"1 Lump Sum of Rational TMA,1 Lump Sum of Rational TMA,1 Lump Sum of Rational TMA,1 Lump Sum of Rational TMA,1 Lump Sum of Rational TMA,1 Lump Sum of Rational TMA",56000,EUR
8461,8000005405,12/13/19,Issued,Sent via Email,false,1 Each of DEMANDE LIBRE,2091.92,EUR
6534,8000005404,12/13/19,Issued,Sent via Email,false,1 Each of régularisation de bl833 pièces commandé par g.Jelic,2040,EUR
10479,8000005403,12/13/19,Issued,Sent via cxml,false,"2 Each of PratiKa - fiche mobile industrielle - droite - 16 A - 2P - 40-50V CA - IP67,1 Each of Connecteur industriel Mâle, 3P+N+T, 16A 415 V, IP44, Montage sur câble",51.8,EUR
7120,8000005402,12/13/19,Issued,Sent via Email,false,"1 Each of Intervention remplacement cône GRE 1510,1 Each of SDI FEE",1326,EUR
9473,8000005401,12/13/19,Issued,Sent via Email,false,"1 Each of froger,1 Each of froger",6480,EUR
6110,8000005400,12/13/19,Issued,Sent via Email,false,"25 Each of Réalisation de 25 rep 150 pour tech2191 , devis decop 6350,1 Each of Mark Up",777,EUR
6946,8000005399,12/13/19,Issued,Sent via Email,false,"10 Each of commande de ressorts,1 Each of transport",61.19,EUR
10049,8000005398,12/13/19,Issued,Sent via Email,false,2 Each of x10 Titre d'habilitation Electrique SEI SEF,4.6,EUR
8455,8000005397,12/13/19,Issued,Sent via Email,false,"1 Each of Réalisation de 1 rep 84 pour oh10402, devis 615",615,EUR
8138,8000005396,12/13/19,Issued,Sent via Email,false,1 Each of Outillage sur plan PMP SARL,530.5,EUR
10977,8000005395,12/13/19,Issued,Sent via Email,false,2 Each of Outillage sur plan M.P.R.O,120,EUR
10243,8000005394,12/13/19,Issued,Sent via Email,false,1 Each of Outillage sur plan VERCORS ELECTRO EROSION,720,EUR
8980,8000005393,12/13/19,Issued,Sent via Email,false,1 Each of Régularisation de soudure bl 203,400,EUR
9155,8000005392,12/13/19,Issued,Sent via Email,false,"1 Each of Régularisation de bl 2022, devis 6372 secop,1 Each of Mark Up",527,EUR
10300,8000005391,12/13/19,Issued,Sent via Email,false,1 Each of Prestations Logistique Marcom France,3700,EUR
10902,8000005390,12/13/19,Issued,Sent via Email,false,"1 Each of Apple 11-inch iPad Pro Wi-Fi - Tablette,1 Each of Apple Smart - Clavier et etui - Apple Sm,1 Each of Apple Pencil 2nd Generation - Stylet - p",1133.18,EUR
9516,8000005389,12/13/19,Issued,Sent via Email,false,1 Each of Prestations Logistique Marcom France,5463.13,EUR
8029,8000005388,12/13/19,Issued,Sent via Email,false,"1 Each of Recyclage CACES Chariots 1, 3, 5 Djémi MIESSAN",590,EUR
10231,8000005387,12/13/19,Issued,Sent via cxml,false,"3 Set of Fiche mâle à protection Chauvin Arnoux 4mm 1000V CAT IV 1000 V,3 Each of Boitier pour pinces ampéremétriques Chauvin Arnoux à utiliser avec Série F200, accessoire MultiFix,1 Each of Sacoche souple pour multimètre Fluke, à utiliser avec Série 113, série 114, série 115, série 116, série 117, série,1 Each of Cordon de test Fluke 1.2m 1000V CAT II, CAT II 1000 V, CAT III 1000 V",185.83,EUR
9100,8000005386,12/13/19,Issued,Sent via Email,false,2 Each of License renewal VxWorks for CS project,12402,EUR
11092,8000005385,12/13/19,Issued,Sent via Email,false,"1 Each of Réassort consommables FSR - Dépôt de Vitrolles,1 Each of 1 Réassort consommables FSR - Dépôt de Vitrolles ,1 Each of 1 Réassort consommables FSR - Dépôt de Vitrolles ",446.74,EUR
8447,8000005384,12/13/19,Issued,Sent via Email,false,1 Each of Réalisation de 4 panneaux de rassemblement et de 11 couvercles suivant devis N°1911439 joint,445.05,EUR
11066,8000005383,12/13/19,Issued,Transmission Failure,false,"1 Each of Marchepied Confort pliant en aluminium 2 marches_02379402,1 Each of Escabeau grand confort Magnum 2, Hauteur d'acces: 2.79 m, Nb de marches (plate-forme incluse): 3",557.48,EUR
8418,8000005382,12/13/19,Issued,Sent via Email,false,1 Each of QVE Boites VDI,1410,EUR
10925,8000005381,12/13/19,Issued,Sent via Email,false,1 Each of Apple Smart Folio - Protection a rabat p,87.76,EUR
9078,8000005380,12/13/19,Issued,Sent via Email,false,"1 Pair of PR CHAUSS SEC MACPULSE 6267005, 42",49.15,EUR
11192,8000005379,12/13/19,Issued,Sent via Email,false,"1 Each of ProLite E2083HSD-1 ecran LCD 20, TN,,1 Each of ThinkPad Basic Dock Station daccueil,1 Each of generic - Cable VGA - HD-15 (VGA) (M) po",189.02,EUR
11202,8000005378,12/13/19,Issued,Sent via Email,false,"1 Each of ProLite E2083HSD-1 ecran LCD 20, TN,,1 Each of generic - Cable VGA - HD-15 (VGA) (M) po,1 Each of Lenovo ThinkPad Pro Docking Station - St",241.57,EUR
11212,8000005377,12/13/19,Issued,Sent via Email,false,"1 Each of Lenovo ThinkPad Pro Docking Station - St,1 Each of Wireless Mobile Mouse 4000 Souris sans",179.42,EUR
11214,8000005376,12/13/19,Issued,Sent via Email,false,"1 Each of Lenovo ThinkPad Pro Docking Station - St,1 Each of iiyama ProLite X2474HS-B2ecran LED 24 (",250.27,EUR
11218,8000005375,12/13/19,Issued,Sent via Email,false,3 Each of iiyama ProLite X2474HS-B2ecran LED 24 (,286.95,EUR
